priority,status,asset_path,upload_to,type,owner,example_page,source_files,notes
P2,Missing,/assets/documents/aiml-newsletter-v1-iss1.pdf,public/assets/documents/aiml-newsletter-v1-iss1.pdf,PDF,Dept Admin,/departments/aiml/newsletter/,src/pages/departments/aiml/newsletter/index.astro,
P2,Missing,/assets/documents/cic-newsletter-v1-iss1.pdf,public/assets/documents/cic-newsletter-v1-iss1.pdf,PDF,Dept Admin,/departments/cic/newsletter/,src/pages/departments/cic/newsletter/index.astro,
P2,Missing,/assets/documents/civil-newsletter-v5-iss1.pdf,public/assets/documents/civil-newsletter-v5-iss1.pdf,PDF,Dept Admin,/departments/civil/newsletter/,src/pages/departments/civil/newsletter/index.astro,
P2,Missing,/assets/documents/csbs-newsletter-v1-iss1.pdf,public/assets/documents/csbs-newsletter-v1-iss1.pdf,PDF,Dept Admin,/departments/csbs/newsletter/,src/pages/departments/csbs/newsletter/index.astro,
P2,Missing,/assets/documents/csd-newsletter-v1-iss1.pdf,public/assets/documents/csd-newsletter-v1-iss1.pdf,PDF,Dept Admin,/departments/csd/newsletter/,src/pages/departments/csd/newsletter/index.astro,
P2,Missing,/assets/documents/cse-newsletter-v1-iss1.pdf,public/assets/documents/cse-newsletter-v1-iss1.pdf,PDF,Dept Admin,/departments/cse/newsletter/,src/pages/departments/cse/newsletter/index.astro,
P2,Missing,/assets/documents/csit-newsletter-v1-iss1.pdf,public/assets/documents/csit-newsletter-v1-iss1.pdf,PDF,Dept Admin,/departments/csit/newsletter/,src/pages/departments/csit/newsletter/index.astro,
P2,Missing,/assets/documents/ece-newsletter-v1-iss1.pdf,public/assets/documents/ece-newsletter-v1-iss1.pdf,PDF,Dept Admin,/departments/ece/newsletter/,src/pages/departments/ece/newsletter/index.astro,
P2,Missing,/assets/documents/eee-newsletter-v1-iss1.pdf,public/assets/documents/eee-newsletter-v1-iss1.pdf,PDF,Dept Admin,/departments/eee/newsletter/,src/pages/departments/eee/newsletter/index.astro,
P2,Missing,/assets/documents/iic-appreciation-letter.pdf,public/assets/documents/iic-appreciation-letter.pdf,PDF,Admin/Research,/iic/,src/pages/iic/index.astro,
P2,Missing,/assets/documents/institute-development-plan.pdf,public/assets/documents/institute-development-plan.pdf,PDF,Admin/Research,/development-plan/,src/pages/development-plan/index.astro,
P2,Missing,/assets/documents/internship-evaluation-rubric.pdf,public/assets/documents/internship-evaluation-rubric.pdf,PDF,Admin/Research,/internships/,src/pages/internships/index.astro,
P2,Missing,/assets/documents/internship-final-report-template.pdf,public/assets/documents/internship-final-report-template.pdf,PDF,Admin/Research,/internships/,src/pages/internships/index.astro,
P2,Missing,/assets/documents/internship-registration-form.pdf,public/assets/documents/internship-registration-form.pdf,PDF,Admin/Research,/internships/,src/pages/internships/index.astro,
P2,Missing,/assets/documents/internship-weekly-log.pdf,public/assets/documents/internship-weekly-log.pdf,PDF,Admin/Research,/internships/,src/pages/internships/index.astro,
P2,Missing,/assets/documents/ipr-copyright-form.pdf,public/assets/documents/ipr-copyright-form.pdf,PDF,Admin/Research,/ipr-cell/,src/pages/ipr-cell/index.astro,
P2,Missing,/assets/documents/ipr-invention-disclosure-form.pdf,public/assets/documents/ipr-invention-disclosure-form.pdf,PDF,Admin/Research,/ipr-cell/,src/pages/ipr-cell/index.astro,
P2,Missing,/assets/documents/ipr-patent-checklist.pdf,public/assets/documents/ipr-patent-checklist.pdf,PDF,Admin/Research,/ipr-cell/,src/pages/ipr-cell/index.astro,
P2,Missing,/assets/documents/ipr-policy.pdf,public/assets/documents/ipr-policy.pdf,PDF,Admin/Research,/ipr-cell/,src/pages/ipr-cell/index.astro,
P2,Missing,/assets/documents/it-newsletter-v1-iss1.pdf,public/assets/documents/it-newsletter-v1-iss1.pdf,PDF,Dept Admin,/departments/it/newsletter/,src/pages/departments/it/newsletter/index.astro,
P2,Missing,/assets/documents/mechanical-newsletter-v1-iss1.pdf,public/assets/documents/mechanical-newsletter-v1-iss1.pdf,PDF,Dept Admin,/departments/mechanical/newsletter/,src/pages/departments/mechanical/newsletter/index.astro,
P2,Missing,/assets/documents/nisp-2019.pdf,public/assets/documents/nisp-2019.pdf,PDF,Admin/Research,/iic/,src/pages/iic/index.astro,
P2,Missing,/assets/documents/rac-minutes.pdf,public/assets/documents/rac-minutes.pdf,PDF,Admin/Research,/research-committees/,src/pages/research-committees/index.astro,
P2,Missing,/assets/documents/research-ethics-policy.pdf,public/assets/documents/research-ethics-policy.pdf,PDF,Admin/Research,/research-committees/,src/pages/research-committees/index.astro,
P2,Missing,/assets/documents/srkr-innovation-startup-policy.pdf,public/assets/documents/srkr-innovation-startup-policy.pdf,PDF,Admin/Research,/iic/,src/pages/iic/index.astro,
P2,Missing,/assets/documents/srkr-mou-register.pdf,public/assets/documents/srkr-mou-register.pdf,PDF,Admin/Research,/mous/,src/pages/mous/index.astro,
P2,Missing,/assets/images/recruiters/accenture.png,public/assets/images/recruiters/accenture.png,Image,Placements Team,/departments/it/placements/,src/pages/departments/it/placements/index.astro,
P2,Missing,/assets/images/recruiters/microsoft.png,public/assets/images/recruiters/microsoft.png,Image,Placements Team,/departments/it/placements/,src/pages/departments/it/placements/index.astro,
