priority,status,asset_path,upload_to,type,owner,example_page,source_files,notes
P2,Missing,/assets/documents/aiml-newsletter-v1-iss1.pdf,public/assets/documents/aiml-newsletter-v1-iss1.pdf,PDF,Dept Admin,/departments/aiml/newsletter/,src/pages/departments/aiml/newsletter/index.astro,
P2,Missing,/assets/documents/cic-newsletter-v1-iss1.pdf,public/assets/documents/cic-newsletter-v1-iss1.pdf,PDF,Dept Admin,/departments/cic/newsletter/,src/pages/departments/cic/newsletter/index.astro,
P2,Missing,/assets/documents/civil-newsletter-v5-iss1.pdf,public/assets/documents/civil-newsletter-v5-iss1.pdf,PDF,Dept Admin,/departments/civil/newsletter/,src/pages/departments/civil/newsletter/index.astro,
P2,Missing,/assets/documents/csbs-newsletter-v1-iss1.pdf,public/assets/documents/csbs-newsletter-v1-iss1.pdf,PDF,Dept Admin,/departments/csbs/newsletter/,src/pages/departments/csbs/newsletter/index.astro,
P2,Missing,/assets/documents/csd-newsletter-v1-iss1.pdf,public/assets/documents/csd-newsletter-v1-iss1.pdf,PDF,Dept Admin,/departments/csd/newsletter/,src/pages/departments/csd/newsletter/index.astro,
P2,Missing,/assets/documents/cse-newsletter-v1-iss1.pdf,public/assets/documents/cse-newsletter-v1-iss1.pdf,PDF,Dept Admin,/departments/cse/newsletter/,src/pages/departments/cse/newsletter/index.astro,
P2,Missing,/assets/documents/csit-newsletter-v1-iss1.pdf,public/assets/documents/csit-newsletter-v1-iss1.pdf,PDF,Dept Admin,/departments/csit/newsletter/,src/pages/departments/csit/newsletter/index.astro,
P2,Missing,/assets/documents/ece-newsletter-v1-iss1.pdf,public/assets/documents/ece-newsletter-v1-iss1.pdf,PDF,Dept Admin,/departments/ece/newsletter/,src/pages/departments/ece/newsletter/index.astro,
P2,Missing,/assets/documents/eee-newsletter-v1-iss1.pdf,public/assets/documents/eee-newsletter-v1-iss1.pdf,PDF,Dept Admin,/departments/eee/newsletter/,src/pages/departments/eee/newsletter/index.astro,
P2,Missing,/assets/documents/iic-appreciation-letter.pdf,public/assets/documents/iic-appreciation-letter.pdf,PDF,Admin/Research,/iic/,src/pages/iic/index.astro,
P2,Missing,/assets/documents/institute-development-plan.pdf,public/assets/documents/institute-development-plan.pdf,PDF,Admin/Research,/development-plan/,src/pages/development-plan/index.astro,
P2,Missing,/assets/documents/internship-evaluation-rubric.pdf,public/assets/documents/internship-evaluation-rubric.pdf,PDF,Admin/Research,/internships/,src/pages/internships/index.astro,
P2,Missing,/assets/documents/internship-final-report-template.pdf,public/assets/documents/internship-final-report-template.pdf,PDF,Admin/Research,/internships/,src/pages/internships/index.astro,
P2,Missing,/assets/documents/internship-registration-form.pdf,public/assets/documents/internship-registration-form.pdf,PDF,Admin/Research,/internships/,src/pages/internships/index.astro,
P2,Missing,/assets/documents/internship-weekly-log.pdf,public/assets/documents/internship-weekly-log.pdf,PDF,Admin/Research,/internships/,src/pages/internships/index.astro,
P2,Missing,/assets/documents/ipr-copyright-form.pdf,public/assets/documents/ipr-copyright-form.pdf,PDF,Admin/Research,/ipr-cell/,src/pages/ipr-cell/index.astro,
P2,Missing,/assets/documents/ipr-invention-disclosure-form.pdf,public/assets/documents/ipr-invention-disclosure-form.pdf,PDF,Admin/Research,/ipr-cell/,src/pages/ipr-cell/index.astro,
P2,Missing,/assets/documents/ipr-patent-checklist.pdf,public/assets/documents/ipr-patent-checklist.pdf,PDF,Admin/Research,/ipr-cell/,src/pages/ipr-cell/index.astro,
P2,Missing,/assets/documents/ipr-policy.pdf,public/assets/documents/ipr-policy.pdf,PDF,Admin/Research,/ipr-cell/,src/pages/ipr-cell/index.astro,
P2,Missing,/assets/documents/it-newsletter-v1-iss1.pdf,public/assets/documents/it-newsletter-v1-iss1.pdf,PDF,Dept Admin,/departments/it/newsletter/,src/pages/departments/it/newsletter/index.astro,
P2,Missing,/assets/documents/mechanical-newsletter-v1-iss1.pdf,public/assets/documents/mechanical-newsletter-v1-iss1.pdf,PDF,Dept Admin,/departments/mechanical/newsletter/,src/pages/departments/mechanical/newsletter/index.astro,
P2,Missing,/assets/documents/nisp-2019.pdf,public/assets/documents/nisp-2019.pdf,PDF,Admin/Research,/iic/,src/pages/iic/index.astro,
P2,Missing,/assets/documents/rac-minutes.pdf,public/assets/documents/rac-minutes.pdf,PDF,Admin/Research,/research-committees/,src/pages/research-committees/index.astro,
P2,Missing,/assets/documents/research-ethics-policy.pdf,public/assets/documents/research-ethics-policy.pdf,PDF,Admin/Research,/research-committees/,src/pages/research-committees/index.astro,
P2,Missing,/assets/documents/srkr-innovation-startup-policy.pdf,public/assets/documents/srkr-innovation-startup-policy.pdf,PDF,Admin/Research,/iic/,src/pages/iic/index.astro,
P2,Missing,/assets/documents/srkr-mou-register.pdf,public/assets/documents/srkr-mou-register.pdf,PDF,Admin/Research,/mous/,src/pages/mous/index.astro,
P2,Missing,/assets/images/recruiters/accenture.png,public/assets/images/recruiters/accenture.png,Image,Placements Team,/departments/it/placements/,src/pages/departments/it/placements/index.astro,
P2,Missing,/assets/images/recruiters/microsoft.png,public/assets/images/recruiters/microsoft.png,Image,Placements Team,/departments/it/placements/,src/pages/departments/it/placements/index.astro,
Done,Exists,/assets/documents/edc-activities.pdf,public/assets/documents/edc-activities.pdf,PDF,Admin/Research,/entrepreneurship-cell/,src/pages/entrepreneurship-cell/index.astro,
Done,Exists,/assets/documents/mandates/ugc-2f-12b-autonomous-status-2016-2022.pdf,public/assets/documents/mandates/ugc-2f-12b-autonomous-status-2016-2022.pdf,PDF,Admin/Research,/accreditations/,src/pages/accreditations/index.astro,
Done,Exists,/assets/documents/mandates/ugc-extension-autonomous-status-2022-2032.pdf,public/assets/documents/mandates/ugc-extension-autonomous-status-2022-2032.pdf,PDF,Admin/Research,/accreditations/,src/pages/accreditations/index.astro,
Done,Exists,/assets/documents/research-policy.pdf,public/assets/documents/research-policy.pdf,PDF,Admin/Research,/research-committees/,src/pages/research-committees/index.astro,
Done,Exists,/assets/documents/rti-declaration.pdf,public/assets/documents/rti-declaration.pdf,PDF,Admin/Research,/src/components/SrkrFooter.astro,src/components/SrkrFooter.astro,
Done,Exists,/assets/images/about/about__5.jpg,public/assets/images/about/about__5.jpg,Image,Admin,/tech-center/,src/pages/tech-center/index.astro,
Done,Exists,/assets/images/about/mission-1.jpg,public/assets/images/about/mission-1.jpg,Image,Admin,/vision/,src/pages/vision/index.astro,
Done,Exists,/assets/images/about/mission-2.jpg,public/assets/images/about/mission-2.jpg,Image,Admin,/vision/,src/pages/vision/index.astro,
Done,Exists,/assets/images/about/mission-3.jpg,public/assets/images/about/mission-3.jpg,Image,Admin,/vision/,src/pages/vision/index.astro,
Done,Exists,/assets/images/about/mission-4.jpg,public/assets/images/about/mission-4.jpg,Image,Admin,/vision/,src/pages/vision/index.astro,
Done,Exists,/assets/images/apple-touch-icon.png,public/assets/images/apple-touch-icon.png,Image,Admin,/src/components/BaseHead.astro,src/components/BaseHead.astro,
Done,Exists,/assets/images/apply/01.jpg,public/assets/images/apply/01.jpg,Image,Admin,/research-publications/,src/pages/research-publications/index.astro,
Done,Exists,/assets/images/apply/02.jpg,public/assets/images/apply/02.jpg,Image,Admin,/development-cell/,src/pages/development-cell/index.astro,
Done,Exists,/assets/images/apply/03.jpg,public/assets/images/apply/03.jpg,Image,Admin,/development-cell/,src/pages/development-cell/index.astro,
Done,Exists,/assets/images/apply/11.jpg,public/assets/images/apply/11.jpg,Image,Admin,/gallery/,src/pages/gallery/index.astro,
Done,Exists,/assets/images/apply/12.jpg,public/assets/images/apply/12.jpg,Image,Admin,/gallery/,src/pages/gallery/index.astro,
Done,Exists,/assets/images/apply/13.jpg,public/assets/images/apply/13.jpg,Image,Admin,/gallery/,src/pages/gallery/index.astro,
Done,Exists,/assets/images/apply/14.jpg,public/assets/images/apply/14.jpg,Image,Admin,/gallery/,src/pages/gallery/index.astro,
Done,Exists,/assets/images/apply/15.jpg,public/assets/images/apply/15.jpg,Image,Admin,/gallery/,src/pages/gallery/index.astro,
Done,Exists,/assets/images/apply/16.jpg,public/assets/images/apply/16.jpg,Image,Admin,/gallery/,src/pages/gallery/index.astro,
Done,Exists,/assets/images/apply/17.jpg,public/assets/images/apply/17.jpg,Image,Admin,/gallery/,src/pages/gallery/index.astro,
Done,Exists,/assets/images/apply/18.jpg,public/assets/images/apply/18.jpg,Image,Admin,/gallery/,src/pages/gallery/index.astro,
Done,Exists,/assets/images/apply/19.jpg,public/assets/images/apply/19.jpg,Image,Admin,/gallery/,src/pages/gallery/index.astro,
Done,Exists,/assets/images/apply/20.jpg,public/assets/images/apply/20.jpg,Image,Admin,/gallery/,src/pages/gallery/index.astro,
Done,Exists,/assets/images/banner/alumni__banner__1.jpg,public/assets/images/banner/alumni__banner__1.jpg,Image,Admin,/prominent-alumni/,src/pages/prominent-alumni/index.astro,
Done,Exists,/assets/images/banner/alumni__banner__2.jpg,public/assets/images/banner/alumni__banner__2.jpg,Image,Admin,/prominent-alumni/,src/pages/prominent-alumni/index.astro,
Done,Exists,/assets/images/blog/big-thumb-1.jpg,public/assets/images/blog/big-thumb-1.jpg,Image,Admin,/departments/civil/,src/pages/departments/civil/index.astro,
Done,Exists,/assets/images/blog/blog-details.jpg,public/assets/images/blog/blog-details.jpg,Image,Admin,/library/,src/pages/library/index.astro,
Done,Exists,/assets/images/blog/blog-recent-1.jpg,public/assets/images/blog/blog-recent-1.jpg,Image,Admin,/library/,src/pages/library/index.astro,
Done,Exists,/assets/images/blog/blog-recent-2.jpg,public/assets/images/blog/blog-recent-2.jpg,Image,Admin,/library/,src/pages/library/index.astro,
Done,Exists,/assets/images/blog/blog-recent-3.jpg,public/assets/images/blog/blog-recent-3.jpg,Image,Admin,/library/,src/pages/library/index.astro,
Done,Exists,/assets/images/blog/small-thumb-1.jpg,public/assets/images/blog/small-thumb-1.jpg,Image,Admin,/departments/civil/,src/pages/departments/civil/index.astro,
Done,Exists,/assets/images/blog/small-thumb-2.jpg,public/assets/images/blog/small-thumb-2.jpg,Image,Admin,/departments/civil/,src/pages/departments/civil/index.astro,
Done,Exists,/assets/images/blog/small-thumb-3.jpg,public/assets/images/blog/small-thumb-3.jpg,Image,Admin,/departments/civil/,src/pages/departments/civil/index.astro,
Done,Exists,/assets/images/brand/01.svg,public/assets/images/brand/01.svg,Image,Admin,/awards/,src/pages/awards/index.astro,
Done,Exists,/assets/images/brand/02.svg,public/assets/images/brand/02.svg,Image,Admin,/awards/,src/pages/awards/index.astro,
Done,Exists,/assets/images/brand/03.svg,public/assets/images/brand/03.svg,Image,Admin,/awards/,src/pages/awards/index.astro,
Done,Exists,/assets/images/brand/04.svg,public/assets/images/brand/04.svg,Image,Admin,/awards/,src/pages/awards/index.astro,
Done,Exists,/assets/images/brand/05.svg,public/assets/images/brand/05.svg,Image,Admin,/awards/,src/pages/awards/index.astro,
Done,Exists,/assets/images/brand/06.svg,public/assets/images/brand/06.svg,Image,Admin,/awards/,src/pages/awards/index.astro,
Done,Exists,/assets/images/campus/01.jpg,public/assets/images/campus/01.jpg,Image,Admin,/college-profile/,src/pages/college-profile/index.astro,
Done,Exists,/assets/images/campus/02.jpg,public/assets/images/campus/02.jpg,Image,Admin,/college-profile/,src/pages/college-profile/index.astro,
Done,Exists,/assets/images/campus/03.jpg,public/assets/images/campus/03.jpg,Image,Admin,/college-profile/,src/pages/college-profile/index.astro,
Done,Exists,/assets/images/campus/04.jpg,public/assets/images/campus/04.jpg,Image,Admin,/college-profile/,src/pages/college-profile/index.astro,
Done,Exists,/assets/images/campus/05.jpg,public/assets/images/campus/05.jpg,Image,Admin,/college-profile/,src/pages/college-profile/index.astro,
Done,Exists,/assets/images/campus/06.jpg,public/assets/images/campus/06.jpg,Image,Admin,/college-profile/,src/pages/college-profile/index.astro,
Done,Exists,/assets/images/campus/07.jpg,public/assets/images/campus/07.jpg,Image,Admin,/college-profile/,src/pages/college-profile/index.astro,
Done,Exists,/assets/images/campus/08.jpg,public/assets/images/campus/08.jpg,Image,Admin,/college-profile/,src/pages/college-profile/index.astro,
Done,Exists,/assets/images/campus/09.jpg,public/assets/images/campus/09.jpg,Image,Admin,/college-profile/,src/pages/college-profile/index.astro,
Done,Exists,/assets/images/campus/10.jpg,public/assets/images/campus/10.jpg,Image,Admin,/governing/,src/pages/governing/index.astro,
Done,Exists,/assets/images/campus/11.jpg,public/assets/images/campus/11.jpg,Image,Admin,/governing/,src/pages/governing/index.astro,
Done,Exists,/assets/images/campus/12.jpg,public/assets/images/campus/12.jpg,Image,Admin,/placements/,src/pages/placements/index.astro,
Done,Exists,/assets/images/campus/13.jpg,public/assets/images/campus/13.jpg,Image,Admin,/placements/,src/pages/placements/index.astro,
Done,Exists,/assets/images/campus/14.jpg,public/assets/images/campus/14.jpg,Image,Admin,/placements/,src/pages/placements/index.astro,
Done,Exists,/assets/images/campus/15.jpg,public/assets/images/campus/15.jpg,Image,Admin,/governing/,src/pages/governing/index.astro,
Done,Exists,/assets/images/campus/16.jpg,public/assets/images/campus/16.jpg,Image,Admin,/governing/,src/pages/governing/index.astro,
Done,Exists,/assets/images/campus/17.jpg,public/assets/images/campus/17.jpg,Image,Admin,/governing/,src/pages/governing/index.astro,
Done,Exists,/assets/images/campus/18.jpg,public/assets/images/campus/18.jpg,Image,Admin,/governing/,src/pages/governing/index.astro,
Done,Exists,/assets/images/campus/21.jpg,public/assets/images/campus/21.jpg,Image,Admin,/accreditations/,src/pages/accreditations/index.astro,
Done,Exists,/assets/images/campus/campus__life__bg__2.jpg,public/assets/images/campus/campus__life__bg__2.jpg,Image,Admin,//,src/pages/index.astro,
Done,Exists,/assets/images/campus/campus__life__bg__3.jpg,public/assets/images/campus/campus__life__bg__3.jpg,Image,Admin,//,src/pages/index.astro,
Done,Exists,/assets/images/campus/campus__vector.svg,public/assets/images/campus/campus__vector.svg,Image,Admin,//,src/pages/index.astro,
Done,Exists,/assets/images/campus/college-life.png,public/assets/images/campus/college-life.png,Image,Admin,//,src/pages/index.astro,
Done,Exists,/assets/images/campus/research-1.jpg,public/assets/images/campus/research-1.jpg,Image,Admin,/placements/,src/pages/placements/index.astro,
Done,Exists,/assets/images/campus/research-2.jpg,public/assets/images/campus/research-2.jpg,Image,Admin,/placements/,src/pages/placements/index.astro,
Done,Exists,/assets/images/campus/research.jpg,public/assets/images/campus/research.jpg,Image,Admin,/development-cell/,src/pages/development-cell/index.astro,
Done,Exists,/assets/images/campus/video-bg.jpg,public/assets/images/campus/video-bg.jpg,Image,Admin,/college-profile/,src/pages/college-profile/index.astro,
Done,Exists,/assets/images/course/01.jpg,public/assets/images/course/01.jpg,Image,Admin,/programmes/,src/pages/programmes/index.astro,
Done,Exists,/assets/images/course/02.jpg,public/assets/images/course/02.jpg,Image,Admin,/programmes/,src/pages/programmes/index.astro,
Done,Exists,/assets/images/course/03.jpg,public/assets/images/course/03.jpg,Image,Admin,/programmes/,src/pages/programmes/index.astro,
Done,Exists,/assets/images/course/04.jpg,public/assets/images/course/04.jpg,Image,Admin,/programmes/,src/pages/programmes/index.astro,
Done,Exists,/assets/images/course/05.jpg,public/assets/images/course/05.jpg,Image,Admin,/programmes/,src/pages/programmes/index.astro,
Done,Exists,/assets/images/course/06.jpg,public/assets/images/course/06.jpg,Image,Admin,/programmes/,src/pages/programmes/index.astro,
